term,ngram_n,document_frequency,title_document_frequency,weighted_frequency,아이템,퀘스트,몬스터,직업,시세,기타,dominant_category,category_purity,category_confidence,score,example_1,example_2,example_3
정도로,1,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,지피방? 원격피시방? 질문있습니다,챌섭 하메 포기해야 될까요?,메린이 템셋팅질문
주화,1,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,메린이 에디 레전 천장 어떻게 하는게 좋을까요,하트 업그레이드 모듈 질문있습니다,제가 23일에 해방을 하게 되는데
챌린저 찍고,2,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,290 찍을꺼면 챌섭에 남는게 맞나요??,챌섭 챌린저 찍고싶어우..,뉴비 챌린저 찍고 싶은데 엠블렘 안 맞추고도 될까요?
챌섭 아델,2,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,선생님들 헥사환산 몇을 목표로 잡아야할까요?,님들 링크 3렙 찬란한영웅의 증거 질문 있습니다,챌섭 레잠 하나 남는데 어디에 쓰면좋을까요?
판매하는게,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,메짱님들 골클벨 잠재 33%인데 팔리나요? 조언 구합니다,거공 아랫잠 돌리다 떴는데 아랫잠 기준으로 판매하는게 나을까요?,메소마켓 질문
프악마,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,챌섭 하메 템진로 질문 있습니다!,이번유입 템셋팅질문..!
프펫작,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,챌섭 종료후 리프 고민,챌썹 D라벨에 프펫작 해도 되나요?,장문)챌섭에서 본캐 레테하고 있는 유저인데 템셋팅 고민입니다.
하드진힐라,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,이제 하드진힐라 잡고 다이아 찍은 뉴비 진로 좀 부탁드려요,해방 / 보스도전 질문이요,유챔 관련 질문이 있습니다
해주시면 감사하겠습니다,2,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,진짜 찐 뉴비 템세팅,메린이 진로 상담(1억 목표),무자본 메제유저 스펙업 훈수좀 부탁드립니다. (스펙상세첨부
27퍼는,1,4,1,5,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,헥환 8만 목표 과금 어느정도 해야할까요?,윗잠 27퍼는 21성이 마지노선인가요??,메쌤들 반지 질문있습니다!
경매장 시세,2,4,1,5,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,에테 크뎀장감 추옵 197 템 판매 질문,지금 경매장 시세 왜이래여?,장문)챌섭에서 본캐 레테하고 있는 유저인데 템셋팅 고민입니다.
공2줄,1,4,1,5,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,제네 플러스 코인 뭐돌릴까요?,4만 메린이 템세팅 질문 드립니다,메린이) 시그너스 광휘 쌍레 4줄 시세 챌섭전에 얼마정도였나요?
남캐,1,4,1,5,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,마라벨 헤어쿠폰,헤어나 성형도 프리스타일 되나요??,남캐 헤어 종류 잘 아시는 분 계실까요..
되려나요,1,4,1,6,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,챌섭 레테 레유잠 받았는데 이거 어디다 발라야할까요...?,이번 유입 앞으로 템세팅 관해서 여쭤봅니다,챌섭뉴비 마도서 팔아도 되나여
스타포스 강화권,2,4,1,5,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,뉴비 아버 템 대체질문,하드 메이린 목표 템셋팅 조언좀 부탁드립니다,메린이 카르마 200제 20성 스타포스 강화권 얼마에 팔아야할까요
쌍크뎀,1,4,1,6,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,렌 템셋고민,챌섭 유입 메린이 템 진단좀 부탁드려요,스펙업 진로상담 부탁드립니다.
잡레,1,4,1,5,3,0,0,0,1,0,시세,0.25,0.6744449701201086,1.6276535412950568,메린이 본캐 템 질문드립니다!!,카레잠 사용처 추천좀요,미트라 엠블 잡레 관세 합해서 70억 사도될까요?
와이프,1,4,1,5,0,0,0,1,2,1,시세,0.5,0.6733727084076748,1.6266112433368787,딱 5만원만 지른다면 뭐 살까요?,와이프가 시작한다해서 보마로 하버 만들어줬는데 텔포직업을 원합니다 ㅠ,메포는 보통 어디에 쓰나용 ?
원하,1,7,0,7,1,0,0,1,0,5,기타,0.7142857142857143,0.5644333035939294,1.6265738003403194,아흐... 펫장비 이전 줌서에 대한 글은 많은데...,링크3렙 방법 알려주세용,챌섭 리프 관련 질문글
보이게,1,3,2,6,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.625236716176828,혹시 미라클때 올릴만한게 있을까여,메쌤들 혹시 대적자 3페 분신 잘 보이게 하는 설정 있나요 ?,소멸의 여로 세트 효과 누리면서 코디는 기본 아이템 보이게 하는 법
이지윌잡을수있나요,1,3,2,7,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.625236716176828,이지윌 전투력 1166만이면잡나요?,전투력 1100만 렌 이지윌잡을수있나요?,
조언좀 부탁드림다,2,3,2,5,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.625236716176828,카링 3페 질문점요!,현재 템셋 스펙업 조언좀 부탁드림다,햄들 스펙업 조언좀 부탁드림다...
시작한 뉴비입니다,2,9,0,9,5,0,1,0,0,3,몬스터,0.1111111111111111,0.4087230846837363,1.62185238747468,뉴비 환산주스탯 보스 배율,뉴비 질문있습니다,카르마 블랙큐브 화이트큐브 사용처
던전,1,3,2,5,0,1,0,0,0,2,퀘스트,0.3333333333333333,0.7579999278321935,1.6201677824096166,메이플 보호모드 해제 시간 및 보상수령 가능한지 궁금합니다.,에픽 던전 질문드립니다!,에픽 던전 레벨마다 효율 다름?
에픽 던전,2,3,2,5,0,1,0,0,0,2,퀘스트,0.3333333333333333,0.7579999278321935,1.6201677824096166,메이플 보호모드 해제 시간 및 보상수령 가능한지 궁금합니다.,에픽 던전 질문드립니다!,에픽 던전 레벨마다 효율 다름?
솔로,1,4,2,7,0,0,0,1,0,3,직업,0.25,0.5135616622643238,1.6194219758758837,메린이 검마 솔로 첫격파입니다,성장 방향 좀 알려주세요,이게 무슨 소리인가요??
슬롯,1,4,2,9,0,0,0,1,0,3,직업,0.25,0.5135616622643238,1.6194219758758837,5차 스킬코어 슬롯 강화 기능 없어졌나요?,유챔 관련 질문이 있습니다,어빌이 조금 꼬였는데 조언 부탁드립니다
지원,1,4,2,7,0,0,0,1,0,3,직업,0.25,0.5135616622643238,1.6194219758758837,뉴비 질문있습니다,뉴비입니다!! 질문있습니다,님들 물자 지원은 축룬때만 킴?
팁좀,1,4,2,6,0,0,0,1,0,3,직업,0.25,0.5135616622643238,1.6194219758758837,검마 팁좀,카이 공략 질문,뉴비) 제로 공마 받는거요
법사 에테,2,3,2,5,2,0,0,0,1,0,시세,0.3333333333333333,0.7565438560021889,1.6188258707118401,지금 법사 에테 쿨뚝 45억이면 괜찮게 맞춘건가요,법사 에테 상의 깡통 쌍레 팔릴까요?,법사 에테장갑 24성 시세가 얼마할까요?
에테 상의,2,3,2,5,2,0,0,0,1,0,시세,0.3333333333333333,0.7565438560021889,1.6188258707118401,스펙업 질문있어요,법사 에테 상의 깡통 쌍레 팔릴까요?,에테 상의 쌍레 18성 올올올
전승용,1,3,2,5,2,0,0,0,1,0,시세,0.3333333333333333,0.7565438560021889,1.6188258707118401,마깃안 170급,아케인 신발 추옵 전승용으로 팔리나요?,마깃안 전승용으로 팔수있을까요
챌섭 미트라,2,3,2,5,2,0,0,0,1,0,시세,0.3333333333333333,0.7565438560021889,1.6188258707118401,챌섭 미트라 사면 너무 바가지 인가요?,미트라 있는데 흙칠흑 하나 박아서 2칠흑 박는거 효율,챌섭 미트라 안사고 엠블럼 직작하는 뉴비
팔수있을까요,1,3,2,5,2,0,0,0,1,0,시세,0.3333333333333333,0.7565438560021889,1.6188258707118401,샤타 시세질문,4초 덱9퍼 카루타 쿨뚝 18성 얼마에 팔수있을까요??,마깃안 전승용으로 팔수있을까요
외에,1,11,0,11,6,0,1,1,0,3,몬스터,0.09090909090909091,0.30200006945064445,1.6176743153011723,경험치 도핑 질문드립니다,스펙업 질문,챌섭 진로 질문드려요
이적자까지,1,11,0,11,6,0,1,1,0,3,몬스터,0.09090909090909091,0.30200006945064445,1.6176743153011723,레테 하드메이린 잡고싶은데 템좀 봐주세요 ㅠㅠ,챌섭 스펙업 뭐부터해야할까요?,[뉴비] 메짱이형님들 템진로 조언 부탁드립니다
찾아봐,1,11,0,11,6,0,1,1,0,3,몬스터,0.09090909090909091,0.30200006945064445,1.6176743153011723,5차 스킬코어 슬롯 강화 기능 없어졌나요?,뉴비 익스우 트라이 파티는 어떻게 구해야하나요?,제네시스무기 잠재 질문드립니다(찐늅입니다ㅠㅠ)
살만할까요,1,5,0,5,3,0,0,0,2,0,시세,0.4,0.8055743630341347,1.6175774811809123,카에유잠 사기 vs 에디 메소 등업,공 51 22 앜블 시세 질문드립니다!,레테 보조 가격 질문
물론,1,9,0,9,4,0,0,1,0,4,기타,0.4444444444444444,0.40274109305214645,1.6149653650960232,메린이 부캐 주보돌이 수입 질문입니다.,챌썹 무과금은 여명이 가성비인가요?,보공 과다 질문
치고,1,9,0,9,4,0,0,1,0,4,기타,0.4444444444444444,0.40274109305214645,1.6149653650960232,대장장이 고견 나눠주실 메짱엉아들?,계정판매를 했었는데,메청소년 진로 도움!!!!
2-1,1,3,1,4,1,0,2,0,0,0,몬스터,0.6666666666666666,0.9281264577257948,1.6143876682846043,렌 카칼 질문드립니다.,뉴비 해방이후 스펙업 방향성 검토 부탁드리겠습니다,이지칼로스 2-1 패턴 질문이있습니다 ㅜㅠ
몇퍼정,1,3,1,4,1,0,2,0,0,0,몬스터,0.6666666666666666,0.9281264577257948,1.6143876682846043,문신템,세렌 배율 몇퍼정도 떠야 클각 나올까요,익스우 2인팟 가려면 배율 몇정도 돼야하나요?
템펙업,1,3,1,4,1,0,2,0,0,0,몬스터,0.6666666666666666,0.9281264577257948,1.6143876682846043,데티목표입니다 조각 템펙업 고민입니다,챌섭 진로 질문드려요,하드 메이린이랑 노말 메이린 차이가 큰가요?
7월,1,11,0,13,3,1,1,1,0,5,퀘스트,0.09090909090909091,0.298764937301218,1.613654814605646,"안녕하세요 메쌤, 메형님들 뉴비 질문 몇 가지만 해도 될까요?",환산 특정 시점으로 돌아가서 보기,챌린저 노릴 수 있을까요
검마잡으면,1,3,1,4,0,2,0,0,0,1,퀘스트,0.6666666666666666,0.9260842736191771,1.6126777820762177,세렌잡고 검마잡으면 제네페스플러스 안열리나요?,해방퀘 질문좀요,
이지윌,1,5,1,7,3,1,1,0,0,0,퀘스트,0.2,0.4893888087133158,1.611775890996468,이지윌 전투력 1166만이면잡나요?,전투력 1100만 렌 이지윌잡을수있나요?,뉴비 해방패스
나온,1,9,0,9,5,0,0,0,1,3,시세,0.1111111111111111,0.3995385182742371,1.6112782646246167,선생님들 메린이 질문 하나 잇습니다,프리스타일쿠폰 질문이요!!,메린이 제네시스 무기 질문해봅니다
10억정도,1,4,0,5,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,18성 에테구간에서 21% vs 24% 10억차이 체감큼?,챌섭 유입 메린이 다음주 하드메이린 잡게 해주세요,다음주 하드메이린을 위한 칠흑 고민
10초,1,4,0,4,0,0,0,0,0,4,기타,1.0,1.0,1.6094379124341003,동전꼽기가 운영정책 위반인지 여부,컴고수 선생님들 게임이 계속 멈춥니다,형들 제네스킬 이거 언제 쓰는거여?
15퍼가,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,메쌤들) 에디교불천장 어디에 쓰는게 노칼유챔 절약할수있을까요?,사냥할 때 컨티뉴어스 링 계속 끼면 돼요?,투력 올리기 위한 질문
18성 15퍼,2,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,템세팅 조언 부탁드립니다,4칠흑 부위추천 부탁드립니다,샤타포스 관련 질문드려요
1추는,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,제네시스 무기 추옵 궁금해요,해방무기 훈수 부탁드립니다,챌섭 메린이 하메를 위한 템셋팅 조언 부탁드립니다!
1티어,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,"이터널 플레임 링, 테네브리스 원정대 반지, 어웨이크 링 3개 있는데",코인 4500개 남았는데 이벤링레전주문서 사야되나요,이벤트링 뭐 받을까요
2.5줄,1,4,0,5,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,대적자 코인 어디에 쓸지 질문합니다..,240억 정도 써서 보조를 살지 아님 칠흑 4셋을 할지 고민입니다,장문)챌섭에서 본캐 레테하고 있는 유저인데 템셋팅 고민입니다.
22로,1,4,0,5,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.,카룻을 갈까요 에테를 갈까요?,형들 마깃안 에디 3줄 어떻게 처리할까요
280억,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,뉴비 콜 280억으로 세팅좀 해주실분 ㅠㅠ 메이린 잡고싶어요,메린이 도움 부탁드립니다 보마 300억 템세팅,이번 메이플 챌린저스 유입 뉴비입니다. 도와주세요
2만원,1,4,0,5,0,0,0,0,0,4,기타,1.0,1.0,1.6094379124341003,챌섭뉴비 과금 질문,챌린저 노릴 수 있을까요,챌린저스 패스 물품들 본섭리프할때 가져갈수있나요?
2부위,1,4,0,5,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,아버 에테로 바꾸려는데,에디에픽2줄 이거 가능한걸까요.. ?!?,22가엔링(데브팬)vs어센틱심볼올만렙
2줄을,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,잠재 좀더 돌려야될까요?,템잘알 메고수분들 도와주세요,해방이랑 미트라 잠재 뭐부터 돌려야 할까요?
362퍼길래,1,4,0,4,0,0,4,0,0,0,몬스터,1.0,1.0,1.6094379124341003,노말 진힐라 258퍼 인데 너무 힘들어요...,,
362퍼길래 도전해봤는데,2,4,0,4,0,0,4,0,0,0,몬스터,1.0,1.0,1.6094379124341003,노말 진힐라 258퍼 인데 너무 힘들어요...,,
362퍼길래 도전해봤는데 어찌저찌,3,4,0,4,0,0,4,0,0,0,몬스터,1.0,1.0,1.6094379124341003,노말 진힐라 258퍼 인데 너무 힘들어요...,,
3여명,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,챌섭뉴비 템 가이드 부탁드립니다ㅠ,스펙업 방향성 여쭤보고 싶습니다,소과금 메린이 스펙업 방향 조언 부탁드림다ㅜㅜ
3초,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,섀도어 뚝,혹시 3초뚝은 어떻게 맞추면 됨?,이카돌이 방어구 세팅 괜춚?
5아케인,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,크뎀 장갑 고민입니다 ㅠㅠ,챌뉴비 방어구 질문드려요!,뉴비 스펙업 순서
5줄을,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,챌섭 보조무기 질문입니다,장비에 유효옵은 옵션 등급과 상관없이 부르나요?,보조한번만 부탁드립니다
66.7,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,8만대 목표 템세팅 질문,27퍼 골클벨 분자벨 뭐살까요,제네패스 플러스 코인 사용처
6차스킬 어센틱,2,4,0,4,0,0,4,0,0,0,몬스터,1.0,1.0,1.6094379124341003,노말 진힐라 258퍼 인데 너무 힘들어요...,,
AMD,1,4,0,4,0,0,0,0,0,4,기타,1.0,1.0,1.6094379124341003,메이플 초고사양겜이네,메이플 좀 켜두면 생기는 잔렉? 프레임드랍? 해결방법 있을까요..,윈10 프리징? 해결방법 아시는분..ㅠㅜ
가디언,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,챌섭 뉴비.. 가고 있는 방향이 제대로 된 건지 모르겠어요,메린이 템셋 질문,여명셋 지금 많이 올랐나요? 템셋팅 알려주십쇼 ㅠㅠㅠ
가라고,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,여명으로 카링 될까요?,쀼부캐 골클벨 17성 깡통을 사야하나요 15or18퍼 사야하나요?,챌섭 챌린저 목표 겸
가보고,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,18아케인에서 스팩업 질문,"복귀 템셋팅 질문 익스우, 노적자 널널컷정도",이번 메이플 챌린저스 유입 뉴비입니다. 도와주세요
가엔링 데브펜,2,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,8-9만 세팅 가능할까요?,여명 놀긍작 질문있습니다.,장문)챌섭에서 본캐 레테하고 있는 유저인데 템셋팅 고민입니다.
계획중인데,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,제네무기 추옵이랑 에디 건드려야할까요 ?,아스트라 보조 질문입니다,4칠흑 4여명 할 생각인데 조언좀 부탁해!!
고르는게,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,제네무기 추옵 질문,궁수 미트라 옵션,와헌 제네 무기 잠재
고민이고,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,다음 스펙업을 뭐 하는게 나으려나요??,이번 챌섭 유입 템세팅 질문드려봅니다,메린이 스펙업 방향성 질문드립니다
고민입니다 챌섭,2,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,4여명 깨고 4흙칠흑 vs 4여명 유지 2흙칠흑,뉴비 자석펫 질문,드랍템 사도 될까요?
고민하고,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,아버 이후 템세팅 질문...,제네시스 무기 잠재 질문입니다.,메린이 보조 바꿀려고 45억 모았는데 어떻게 할까요 ㅜㅜ
공공보,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,렌 보보보 괜찮아요??,보조무기 보공 5퍼,형님들 이거 미트라 잠재 뭐써야하나요
극딜 6차스킬,2,4,0,4,0,0,4,0,0,0,몬스터,1.0,1.0,1.6094379124341003,노말 진힐라 258퍼 인데 너무 힘들어요...,,
극딜 6차스킬 어센틱,3,4,0,4,0,0,4,0,0,0,몬스터,1.0,1.0,1.6094379124341003,노말 진힐라 258퍼 인데 너무 힘들어요...,,
글로리온,1,4,0,5,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,뉴비 아이템 셋팅 질문 두개만 부탁드립니다.,"뉴비 악세 뭐 사야되는지 알려줄 선생님,,","유입뉴비 반지질문있읍니다 선생님덜,,"
급으,1,4,0,4,4,0,0,0,0,0,아이템,1.0,1.0,1.6094379124341003,무보 잇는상태에서 유챔 템셋팅질문점여,챌섭 하메 템진로 질문 있습니다!,챌섭 유입 질문드립니다.
